customer_id,order_date,daily_revenue,z_score,is_anomaly
CUST0001,2025-07-02,1146.6,0.3642561380845895,False
CUST0001,2025-10-04,1708.1,0.329850658652071,False
CUST0001,2025-11-15,1597.0,0.33665822546409735,False
CUST0002,2023-10-19,629.1,0.3959655514529391,False
CUST0003,2023-03-01,40597.0,2.053036695049208,False
CUST0003,2023-11-04,549.0,0.40087361717430103,False
CUST0003,2024-08-19,809.1,0.3849361902813392,False
CUST0003,2024-12-04,1197.0,0.3611679169565415,False
CUST0003,2025-06-27,3139.2,0.2421611099149789,False
CUST0003,2025-11-24,1799.0,0.32428083126041307,False
CUST0004,2023-08-06,2468.1,0.2832822448164271,False
CUST0004,2023-10-10,5397.0,0.10381615628587783,False
CUST0004,2023-11-02,3696.0,0.20804361935749663,False
CUST0004,2024-03-08,972.8,0.3749055990380564,False
CUST0004,2024-07-02,0.0,0.43451316874768064,False
CUST0004,2025-02-20,1998.0,0.31208725974292206,False
CUST0004,2025-06-03,1328.1,0.353134865569893,False
CUST0004,2025-12-13,1613.1,0.3356717103815265,False
CUST0005,2023-09-19,2204.1,0.2994586412014403,False
CUST0005,2024-11-16,993.0,0.373667859617688,False
CUST0005,2024-11-27,296.65,0.4163361687945968,False
CUST0006,2023-01-24,0.0,0.43451316874768064,False
CUST0006,2024-01-13,239.2,0.4198563732351991,False
CUST0006,2025-09-08,1572.75,0.3381441255108268,False
CUST0006,2025-11-03,1579.5,0.3377305244668918,False
CUST0007,2023-05-17,1841.6000000000001,0.3216705491164677,False
CUST0007,2024-04-06,163.2,0.42451321461876346,False
CUST0007,2024-04-17,449.1,0.40699491262453896,False
CUST0007,2024-09-11,2202.3,0.2995689348131562,False
CUST0008,2023-10-22,18198.0,0.6805552457010664,False
CUST0008,2024-02-17,0.0,0.43451316874768064,False
CUST0008,2024-11-07,34596.0,1.6853300484338147,False
CUST0008,2025-05-16,0.0,0.43451316874768064,False
CUST0008,2025-09-05,11542.0,0.2727139792667956,False
CUST0009,2023-06-07,1899.05,0.31815034467586545,False
CUST0009,2023-08-04,2182.15,0.30080361052208804,False
CUST0009,2023-11-19,0.0,0.43451316874768064,False
CUST0009,2024-05-27,189.05,0.4229292758060642,False
CUST0009,2024-09-06,1886.4,0.31892546366931396,False
CUST0009,2024-10-04,699.0,0.3916824828646345,False
CUST0009,2025-12-09,699.0,0.3916824828646345,False
CUST0009,2025-12-13,15578.099999999999,0.5200228938484301,False
CUST0010,2023-09-23,2515.6,0.2803717189516994,False
CUST0010,2023-11-23,4650.25,0.14957268659083453,False
CUST0010,2025-01-17,1599.0,0.3365356770066351,False
CUST0011,2024-12-24,2248.2,0.29675644771439824,False
CUST0011,2025-05-02,3686.3999999999996,0.2086318519533153,False
CUST0011,2025-11-02,1077.3000000000002,0.3685024421356554,False
CUST0011,2025-11-05,0.0,0.43451316874768064,False
CUST0012,2024-09-03,199.0,0.4223195972301897,False
